name = R_Leo - Philip

# date  RA  RA_error  Dec Dec_error
2017.747  146d53m22.3687262000066767s  0d00m00.0100000000000008s  11d25m42.8925734480017695s  0d00m00.0100000000000008s
2017.755  146d53m22.3671654000054332s  0d00m00.0050000000000004s  11d25m42.8970593319988325s  0d00m00.0050000000000004s
2017.760  146d53m22.3674515999459800s  0d00m00.0050000000000004s  11d25m42.8947116439964304s  0d00m00.0050000000000004s
2017.771  146d53m22.3644707200446646s  0d00m00.0050000000000004s  11d25m42.8935489199993469s  0d00m00.0050000000000004s
2017.777  146d53m22.3672400000691596s  0d00m00.0050000000000004s  11d25m42.8941859680008974s  0d00m00.0050000000000004s
2017.782  146d53m22.3654498800169677s  0d00m00.0100000000000008s  11d25m42.8913899759997719s  0d00m00.0100000000000008s
2017.875  146d53m22.3706858000537068s  0d00m00.0050000000000004s  11d25m42.8905651839954771s  0d00m00.0050000000000004s
2021.820  146d53m22.3714957599736408s  0d00m00.0072999999956700s  11d25m42.7160216159677475s  0d00m00.0072999999956700s
2023.758  146d53m22.3594900800162577s  0d00m00.0029999999999999s  11d25m42.6290657160024011s  0d00m00.0029999999999999s
2023.758  146d53m22.3621944000865369s  0d00m00.0029999999999999s  11d25m42.6326605319992780s  0d00m00.0029999999999999s
2023.780  146d53m22.3619990400447932s  0d00m00.0029999999999999s  11d25m42.6397465440004453s  0d00m00.0029999999999999s
2023.826  146d53m22.3655542800383955s  0d00m00.0029999999999999s  11d25m42.6359563319969936s  0d00m00.0029999999999999s
2023.831  146d53m22.3621285200874809s  0d00m00.0029999999999999s  11d25m42.6314002560005179s  0d00m00.0029999999999999s
2023.839  146d53m22.3713574800581227s  0d00m00.0029999999999999s  11d25m42.6347844839959578s  0d00m00.0029999999999999s
2023.840  146d53m22.3719592800375722s  0d00m00.0029999999999999s  11d25m42.6299805239949592s  0d00m00.0029999999999999s
2023.842  146d53m22.3705291200599277s  0d00m00.0029999999999999s  11d25m42.6337072200027478s  0d00m00.0029999999999999s
2025.564  146d53m22.3592383200593758s  0d00m00.0029999999999999s  11d25m42.5671413599978621s  0d00m00.0029999999999999s
2025.676  146d53m22.3541138399423289s  0d00m00.0029999999999999s  11d25m42.5535472919953861s  0d00m00.0029999999999999s
2025.695  146d53m22.3671367200222448s  0d00m00.0029999999999999s  11d25m42.5594883480009401s  0d00m00.0029999999999999s
2025.695  146d53m22.3674450000157776s  0d00m00.0029999999999999s  11d25m42.5606802840036380s  0d00m00.0029999999999999s
2025.711  146d53m22.3720600799947533s  0d00m00.0029999999999999s  11d25m42.5599744200027885s  0d00m00.0029999999999999s
2025.738  146d53m22.3758991200566015s  0d00m00.0029999999999999s  11d25m42.5608360560005394s  0d00m00.0029999999999999s
